dump_addr,size,ref_symbol,ref_addr,ref_size,alignment_score,notes,region,obj,opcode_sim
0x08012404,2,notify_usb_device_state_change_user,0x080108f4,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,usb_device_state.o,1.000
0x08012406,10,notify_usb_device_state_change_kb,0x080108f6,8,1.60,match; entry=bl; callgraph 4/4; opsim=0.86,,usb_device_state.o,0.857
0x08012410,20,usb_device_state_set_configuration,0x08010900,20,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,,usb_device_state.o,1.000
0x08012424,20,usb_device_state_set_suspend,0x08010914,20,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,,usb_device_state.o,1.000
0x08012438,4,usb_device_state_set_resume,0x08010928,4,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,usb_device_state.o,1.000
0x0801243c,20,usb_device_state_set_reset,0x0801092c,20,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,,usb_device_state.o,1.000
0x08012450,4,usb_device_state_init,0x08010940,4,1.90,match; opsim=1.00,,usb_device_state.o,1.000
0x08012454,2,matrix_power_up,0x08010944,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,suspend.o,1.000
0x08012456,2,matrix_power_down,0x08010946,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,suspend.o,1.000
0x08012458,2,suspend_power_down_user,0x08010948,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,suspend.o,1.000
0x0801245a,8,suspend_power_down_kb,0x0801094a,8,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,,suspend.o,1.000
0x08012462,2,suspend_wakeup_init_user,0x08010952,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,suspend.o,1.000
0x08012464,8,suspend_wakeup_init_kb,0x08010954,8,2.20,match; callgraph 1/1; opsim=1.00,,suspend.o,1.000
0x0801246c,36,suspend_wakeup_condition,0x0801095c,36,2.20,match; entry=bl; callgraph 5/5; opsim=1.00,,suspend.o,1.000
0x08012490,14,platform_setup,0x08010980,14,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,,platform.o,1.000
0x0801249e,18,suspend_power_down,0x0801098e,18,2.50,match; entry=bl; callgraph 2/2; opsim=1.00,,suspend.o,1.000
0x080124b0,40,suspend_wakeup_init,0x080109a0,38,2.05,match; entry=bl; callgraph 7/7; opsim=0.96,,suspend.o,0.957
0x080124d8,44,timer_clear,0x080109c8,44,2.20,match; callgraph 1/1; opsim=1.00,,timer.o,1.000
0x08012504,4,timer_init,0x080109f4,4,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,timer.o,1.000
0x08012508,108,timer_read32,0x080109f8,108,2.50,match; entry=bl; callgraph 32/32; opsim=0.91,,timer.o,0.912
0x08012574,10,timer_read,0x08010a64,10,2.20,match; entry=bl; callgraph 8/9; opsim=1.00,,timer.o,1.000
0x0801257e,14,timer_elapsed,0x08010a6e,14,2.20,match; entry=bl; callgraph 5/7; opsim=1.00,,timer.o,1.000
0x0801258c,12,timer_elapsed32,0x08010a7c,12,2.20,match; entry=bl; callgraph 16/16; opsim=1.00,,timer.o,1.000
0x08012598,36,__NVIC_SystemReset,0x08010a88,36,3.90,match; entry=bl; callgraph 2/2; opsim=1.00,,stm32_dfu.o,1.000
0x080125bc,16,bootloader_marker_enable,0x08010aac,16,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,stm32_dfu.o,1.000
0x080125cc,24,bootloader_marker_active,0x08010abc,24,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,stm32_dfu.o,1.000
0x080125e4,12,bootloader_marker_disable,0x08010ad4,12,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,stm32_dfu.o,1.000
0x080125f0,10,bootloader_jump,0x08010ae0,10,2.20,match; callgraph 2/2; opsim=1.00,,stm32_dfu.o,1.000
0x080125fa,6,mcu_reset,0x08010aea,6,2.20,match; callgraph 1/1; opsim=1.00,,stm32_dfu.o,1.000
0x08012600,116,enter_bootloader_mode_if_requested,0x08010af0,116,4.20,match; callgraph 2/2; opsim=1.00,,stm32_dfu.o,1.000
0x08012674,116,spi_init,0x08010b64,116,4.80,match; entry=bl; callgraph 4/4; opsim=1.00,,spi_master.o,1.000
0x080126e8,220,spi_start,0x08010bd8,220,2.50,match; entry=bl; callgraph 4/4; opsim=1.00,,spi_master.o,1.000
0x080127c4,20,spi_transmit,0x08010cb4,20,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,,spi_master.o,1.000
0x080127d8,36,spi_stop,0x08010cc8,36,2.20,match; entry=bl; callgraph 3/3; opsim=1.00,,spi_master.o,1.000
0x080127fc,4,dummy_cb,0x08010cec,2,0.40,match; entry=ptr; opsim=0.67,,usb_main.o,0.667
0x08012800,276,usb_requests_hook_cb,0x08010cf0,280,1.86,match; entry=ptr; opsim=0.97,,usb_main.o,0.969
0x08012914,68,usb_get_descriptor_cb,0x08010e08,68,2.20,match; entry=ptr; callgraph 1/1; opsim=1.00,,usb_main.o,1.000
0x08012958,52,set_led_transfer_cb,0x08010e4c,52,1.90,match; entry=ptr; opsim=1.00,,usb_main.o,1.000
0x0801298c,40,usb_event_queue_enqueue.isra.0,0x08010e80,40,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,usb_main.o,1.000
0x080129b4,192,usb_event_cb,0x08010ea8,192,2.20,match; entry=ptr; callgraph 7/7; opsim=1.00,,usb_main.o,1.000
0x08012a74,36,usb_event_queue_init,0x08010f68,36,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,,usb_main.o,1.000
0x08012a98,184,usb_event_queue_task,0x08010f8c,180,2.13,match; callgraph 5/5; opsim=0.95,,usb_main.o,0.949
0x08012b50,104,init_usb_driver,0x08011040,80,0.51,match; entry=bl; callgraph 8/8; opsim=0.69,,usb_main.o,0.691
0x08012bb8,12,keyboard_leds,0x08011090,12,1.90,match; entry=ptr; opsim=1.00,,usb_main.o,1.000
0x08012bc4,32,send_report,0x0801109c,32,2.50,match; entry=bl; callgraph 2/2; opsim=1.00,,usb_main.o,1.000
0x08012be4,10,send_keyboard,0x080110bc,10,1.90,match; entry=ptr; opsim=1.00,,usb_main.o,1.000
0x08012bee,10,send_nkro,0x080110c6,10,1.90,match; entry=ptr; opsim=1.00,,usb_main.o,1.000
0x08012bf8,10,send_mouse,0x080110d0,10,1.90,match; entry=ptr; opsim=1.00,,usb_main.o,1.000
0x08012c02,10,send_extra,0x080110da,10,1.90,match; entry=ptr; opsim=1.00,,usb_main.o,1.000
0x08012c0c,16,raw_hid_send,0x080110e4,16,1.90,match; entry=bl; callgraph 3/3; opsim=1.00,,usb_main.o,1.000
0x08012c1c,40,raw_hid_task,0x080110f4,36,1.90,match; entry=bl; callgraph 3/3; opsim=0.87,,usb_main.o,0.867
0x08012c44,4,early_hardware_init_pre,0x08011118,4,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,chibios.o,1.000
0x08012c48,2,early_hardware_init_post,0x0801111c,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,chibios.o,1.000
0x08012c4a,2,board_init,0x0801111e,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,chibios.o,1.000
0x08012c4c,16,__early_init,0x08011120,16,2.20,match; entry=bl; callgraph 4/4; opsim=1.00,,chibios.o,1.000
0x08012c5c,12,boardInit,0x08011130,12,2.20,match; entry=bl; callgraph 3/3; opsim=1.00,,chibios.o,1.000
0x08012c68,4,protocol_setup,0x0801113c,4,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,chibios.o,1.000
0x08012c6c,44,protocol_pre_init,0x08011140,44,2.50,match; entry=bl; callgraph 3/3; opsim=1.00,,chibios.o,1.000
0x08012c98,12,protocol_post_init,0x0801116c,12,1.90,match; opsim=1.00,,chibios.o,1.000
0x08012ca4,4,protocol_pre_task,0x08011178,4,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,chibios.o,1.000
0x08012ca8,16,protocol_post_task,0x0801117c,14,1.82,match; callgraph 1/1; opsim=0.89,,chibios.o,0.889
0x08012cb8,120,get_usb_descriptor,0x0801118c,120,4.90,match; entry=bl; callgraph 1/1; opsim=1.00,,usb_descriptor.o,1.000
0x08012d30,58,obnotify,0x08011204,58,2.20,match; entry=ptr; callgraph 2/2; opsim=1.00,,usb_driver.o,1.000
0x08012d6a,54,usb_start_receive,0x0801123e,54,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,,usb_driver.o,1.000
0x08012da0,8,ibnotify,0x08011274,6,1.15,match; entry=ptr; opsim=0.80,,usb_driver.o,0.800
0x08012da8,56,usb_endpoint_in_init,0x0801127c,56,2.20,match; entry=bl; callgraph 2/2; opsim=0.92,,usb_driver.o,0.919
0x08012de0,40,usb_endpoint_out_init,0x080112b4,40,2.20,match; entry=bl; callgraph 2/2; opsim=0.90,,usb_driver.o,0.897
0x08012e08,32,usb_endpoint_in_start,0x080112dc,32,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,usb_driver.o,1.000
0x08012e28,30,usb_endpoint_out_start,0x080112fc,30,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,usb_driver.o,1.000
0x08012e46,40,usb_endpoint_in_suspend_cb,0x0801131a,40,2.20,match; entry=bl; callgraph 3/3; opsim=1.00,,usb_driver.o,1.000
0x08012e6e,26,usb_endpoint_out_suspend_cb,0x08011342,26,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,,usb_driver.o,1.000
0x08012e88,6,usb_endpoint_in_wakeup_cb,0x0801135c,6,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,usb_driver.o,1.000
0x08012e8e,6,usb_endpoint_out_wakeup_cb,0x08011362,6,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,usb_driver.o,1.000
0x08012e94,32,usb_endpoint_in_configure_cb,0x08011368,32,2.20,match; entry=bl; callgraph 3/3; opsim=1.00,,usb_driver.o,1.000
0x08012eb4,22,usb_endpoint_out_configure_cb,0x08011388,22,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,,usb_driver.o,1.000
0x08012eca,150,usb_endpoint_in_tx_complete_cb,0x0801139e,150,2.20,match; entry=ptr; callgraph 3/3; opsim=1.00,,usb_driver.o,1.000
0x08012f60,66,usb_endpoint_out_rx_complete_cb,0x08011434,66,2.20,match; entry=ptr; callgraph 2/2; opsim=1.00,,usb_driver.o,1.000
0x08012fa2,158,usb_endpoint_in_send,0x08011476,154,2.12,match; entry=bl; callgraph 6/6; opsim=0.97,,usb_driver.o,0.972
0x08013040,56,usb_endpoint_in_is_inactive,0x08011510,56,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,usb_driver.o,1.000
0x08013078,76,usb_endpoint_out_receive,0x08011548,76,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,,usb_driver.o,1.000
0x080130c4,38,usb_set_report,0x08011594,38,2.20,match; entry=ptr; callgraph 1/1; opsim=1.00,,usb_report_handling.o,1.000
0x080130ea,22,usb_get_report,0x080115ba,22,1.90,match; entry=ptr; opsim=1.00,,usb_report_handling.o,1.000
0x08013100,28,usb_reset_report,0x080115d0,28,2.20,match; entry=ptr; opsim=1.00,,usb_report_handling.o,1.000
0x0801311c,60,usb_shared_set_report,0x080115ec,58,2.10,match; entry=ptr; callgraph 1/1; opsim=0.98,,usb_report_handling.o,0.976
0x08013158,28,usb_shared_get_report,0x08011626,28,1.90,match; entry=ptr; opsim=1.00,,usb_report_handling.o,1.000
0x08013174,40,usb_shared_reset_report,0x08011642,38,2.05,match; entry=ptr; opsim=0.97,,usb_report_handling.o,0.970
0x0801319c,88,usb_get_report_cb,0x08011668,88,1.90,match; opsim=1.00,,usb_report_handling.o,1.000
0x080131f4,28,usb_set_idle_rate,0x080116c0,28,1.90,match; entry=ptr; opsim=1.00,,usb_report_handling.o,1.000
0x08013210,12,usb_get_idle_rate,0x080116dc,12,1.90,match; entry=ptr; opsim=1.00,,usb_report_handling.o,1.000
0x0801321c,80,usb_idle_timer_elapsed,0x080116e8,80,2.50,match; entry=ptr; callgraph 2/2; opsim=0.93,,usb_report_handling.o,0.931
0x0801326c,36,usb_shared_set_idle_rate,0x08011738,36,1.90,match; entry=ptr; opsim=1.00,,usb_report_handling.o,1.000
0x08013290,24,usb_shared_get_idle_rate,0x0801175c,22,1.65,match; entry=ptr; opsim=0.95,,usb_report_handling.o,0.947
0x080132a8,92,usb_shared_idle_timer_elapsed,0x08011774,88,2.37,match; entry=ptr; callgraph 2/2; opsim=0.94,,usb_report_handling.o,0.938
0x08013304,244,usb_idle_task,0x080117cc,244,2.20,match; callgraph 2/2; opsim=0.88,,usb_report_handling.o,0.880
0x080133f8,80,usb_get_idle_cb,0x080118c0,80,1.90,match; opsim=1.00,,usb_report_handling.o,1.000
0x08013448,76,usb_set_idle_cb,0x08011910,76,1.90,match; opsim=1.00,,usb_report_handling.o,1.000
0x08013494,24,__core_init,0x0801195c,24,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,chmemcore.o,1.000
0x080134ac,44,chCoreAllocFromBaseI,0x08011974,44,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,chmemcore.o,1.000
0x080134d8,20,chCoreAllocFromBase,0x080119a0,20,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,,chmemcore.o,1.000
0x080134ec,2,__cpu_init,0x080119b4,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,crt1.o,1.000
0x080134ee,2,__late_init,0x080119b6,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,crt1.o,1.000
0x080134f0,4,__default_exit,0x080119b8,2,0.40,match; opsim=0.67,,crt1.o,0.667
0x080134f4,88,__init_ram_areas,0x080119bc,76,0.49,match; entry=bl; callgraph 1/1; opsim=0.75,,crt1.o,0.746
0x0801354c,48,chSysInit,0x08011a08,48,1.90,match; callgraph 2/2; opsim=1.00,,chsys.o,1.000
0x0801357c,24,chSysHalt,0x08011a38,24,1.90,match; entry=bl; callgraph 5/5; opsim=1.00,,chsys.o,1.000
0x08013594,4,chSysTimerHandlerI,0x08011a50,4,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,chsys.o,1.000
0x08013598,18,chSysGetStatusAndLockX,0x08011a54,18,1.90,match; entry=bl; callgraph 2/2; opsim=1.00,,chsys.o,1.000
0x080135aa,30,chSysRestoreStatusX,0x08011a66,30,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,,chsys.o,1.000
0x080135c8,20,chSysPolledDelayX,0x08011a84,20,3.90,match; entry=bl; callgraph 2/2; opsim=1.00,,chsys.o,1.000
0x080135dc,16,chRFCUCollectFaultsI,0x08011a98,16,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,chrfcu.o,1.000
0x080135ec,42,ch_dlist_insert,0x08011aa8,42,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,chvt.o,1.000
0x08013616,54,vt_set_alarm,0x08011ad2,54,2.20,match; entry=bl; callgraph 3/3; opsim=1.00,,chvt.o,1.000
0x0801364c,88,vt_insert_first.constprop.0,0x08011b08,88,2.20,match; callgraph 3/3; opsim=0.97,,chvt.o,0.972
0x080136a4,80,vt_enqueue.constprop.0,0x08011b60,80,2.20,match; callgraph 2/2; opsim=1.00,,chvt.o,1.000
0x080136f4,20,chVTDoSetI,0x08011bb0,12,0.20,match; entry=bl; callgraph 1/1; opsim=0.77,,chvt.o,0.769
0x08013708,108,chVTDoResetI,0x08011bbc,108,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,,chvt.o,1.000
0x08013774,196,chVTDoTickI,0x08011c28,180,1.96,match; callgraph 4/4; opsim=0.82,,chvt.o,0.820
0x08013838,28,__sch_ready_behind,0x08011cdc,28,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,chschd.o,1.000
0x08013854,28,__sch_ready_ahead,0x08011cf8,28,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,chschd.o,1.000
0x08013870,68,__sch_wakeup,0x08011d14,68,2.20,match; entry=ptr; callgraph 1/1; opsim=0.96,,chschd.o,0.962
0x080138b4,4,chSchReadyI,0x08011d58,4,1.90,match; entry=bl; callgraph 3/3; opsim=1.00,,chschd.o,1.000
0x080138b8,28,chSchGoSleepS,0x08011d5c,28,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,chschd.o,1.000
0x080138d4,60,chSchGoSleepTimeoutS,0x08011d78,60,2.20,match; entry=bl; callgraph 4/4; opsim=1.00,,chschd.o,1.000
0x08013910,24,chSchIsPreemptionRequired,0x08011db4,24,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,chschd.o,1.000
0x08013928,40,chSchDoPreemption,0x08011dcc,40,2.20,match; entry=bl; callgraph 1/1; opsim=1.00,,chschd.o,1.000
0x08013950,24,chSchRescheduleS,0x08011df4,24,1.90,match; entry=bl; callgraph 4/4; opsim=1.00,,chschd.o,1.000
0x08013968,4,__idle_thread,0x08011e0c,4,1.90,match; entry=ptr; opsim=1.00,,chinstances.o,1.000
0x0801396c,128,chInstanceObjectInit,0x08011e10,128,5.20,match; entry=bl; callgraph 5/5; opsim=0.98,,chinstances.o,0.978
0x080139ec,20,__thd_object_init,0x08011e90,20,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,chthreads.o,1.000
0x08013a00,80,chThdCreateSuspendedI,0x08011ea4,80,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,chthreads.o,1.000
0x08013a50,16,chThdCreateI,0x08011ef4,14,1.82,match; entry=bl; callgraph 2/2; opsim=0.89,,chthreads.o,0.889
0x08013a60,16,chThdExitS,0x08011f04,16,1.90,match; opsim=1.00,,chthreads.o,1.000
0x08013a70,10,chThdExit,0x08011f14,10,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,chthreads.o,1.000
0x08013a7a,26,chThdSleep,0x08011f1e,24,1.97,match; entry=bl; callgraph 15/15; opsim=0.95,,chthreads.o,0.947
0x08013a94,28,chThdSuspendTimeoutS,0x08011f38,28,1.90,match; opsim=0.90,,chthreads.o,0.900
0x08013ab0,20,chThdResumeI,0x08011f54,18,1.60,match; entry=bl; callgraph 9/9; opsim=0.82,,chthreads.o,0.824
0x08013ac4,32,chThdEnqueueTimeoutS,0x08011f68,32,1.90,match; entry=bl; callgraph 2/2; opsim=0.92,,chthreads.o,0.917
0x08013ae4,22,chThdDequeueNextI,0x08011f88,22,1.90,match; opsim=0.90,,chthreads.o,0.900
0x08013afa,28,chThdDequeueAllI,0x08011f9e,28,2.20,match; entry=bl; callgraph 4/4; opsim=1.00,,chthreads.o,1.000
0x08013b16,30,ch_sch_prio_insert,0x08011fba,30,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,chmtx.o,1.000
0x08013b34,12,chMtxObjectInit,0x08011fd8,10,1.40,match; opsim=0.91,,chmtx.o,0.909
0x08013b40,100,chMtxLockS,0x08011fe4,100,2.20,match; entry=bl; callgraph 3/3; opsim=1.00,,chmtx.o,1.000
0x08013ba4,20,chMtxLock,0x08012048,20,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,,chmtx.o,1.000
0x08013bb8,92,chMtxUnlock,0x0801205c,92,2.20,match; entry=bl; callgraph 3/3; opsim=1.00,,chmtx.o,1.000
0x08013c14,32,SVC_Handler,0x080120b8,32,3.90,match; entry=vector; anchor=vector; opsim=1.00,,chcore.o,1.000
0x08013c34,72,port_init,0x080120d8,72,3.90,match; entry=bl; callgraph 1/1; opsim=1.00,,chcore.o,1.000
0x08013c7c,84,__port_irq_epilogue,0x08012120,84,4.50,match; callgraph 1/1; opsim=1.00,,chcore.o,1.000
0x08013cd0,42,halInit,0x08012174,38,1.91,match; entry=bl; callgraph 9/9; opsim=0.95,,hal.o,0.952
0x08013cfa,8,stGetCounter,0x0801219e,8,2.20,match; entry=bl; callgraph 13/13; opsim=1.00,,hal_st.o,1.000
0x08013d02,16,stStartAlarm,0x080121a6,16,2.20,match; entry=bl; callgraph 1/1; opsim=1.00,,hal_st.o,1.000
0x08013d12,10,stStopAlarm,0x080121b6,10,2.20,match; entry=bl; callgraph 1/1; opsim=1.00,,hal_st.o,1.000
0x08013d1c,8,stSetAlarm,0x080121c0,8,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,,hal_st.o,1.000
0x08013d24,46,ibqObjectInit,0x080121c8,46,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,hal_buffers.o,1.000
0x08013d52,22,ibqResetI,0x080121f6,22,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,hal_buffers.o,1.000
0x08013d68,20,ibqGetEmptyBufferI,0x0801220c,20,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,hal_buffers.o,1.000
0x08013d7c,32,ibqPostFullBufferI,0x08012220,32,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,hal_buffers.o,1.000
0x08013d9c,50,ibqGetFullBufferTimeoutS,0x08012240,50,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,,hal_buffers.o,1.000
0x08013dce,36,ibqReleaseEmptyBufferS,0x08012272,36,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,hal_buffers.o,1.000
0x08013df2,130,ibqReadTimeout,0x08012296,130,2.20,match; entry=bl; callgraph 3/4; opsim=1.00,,hal_buffers.o,1.000
0x08013e74,46,obqObjectInit,0x08012318,46,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,hal_buffers.o,1.000
0x08013ea2,24,obqResetI,0x08012346,24,1.90,match; entry=bl; callgraph 3/3; opsim=1.00,,hal_buffers.o,1.000
0x08013eba,28,obqGetFullBufferI,0x0801235e,28,1.90,match; entry=bl; callgraph 2/2; opsim=1.00,,hal_buffers.o,1.000
0x08013ed6,30,obqReleaseEmptyBufferI,0x0801237a,30,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,hal_buffers.o,1.000
0x08013ef4,50,obqGetEmptyBufferTimeoutS,0x08012398,50,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,,hal_buffers.o,1.000
0x08013f26,38,obqPostFullBufferS,0x080123ca,38,1.90,match; entry=bl; callgraph 2/2; opsim=1.00,,hal_buffers.o,1.000
0x08013f4c,134,obqWriteTimeout,0x080123f0,134,2.20,match; entry=bl; callgraph 3/4; opsim=1.00,,hal_buffers.o,1.000
0x08013fd2,34,obqFlush,0x08012476,32,2.02,match; entry=bl; callgraph 2/2; opsim=0.96,,hal_buffers.o,0.963
0x08013ff4,60,flashWaitErase,0x08012498,64,2.61,match; entry=bl; callgraph 3/3; opsim=0.81,,hal_flash.o,0.809
0x08014030,26,flashGetSectorOffset,0x080124d8,26,1.90,match; entry=bl; callgraph 2/2; opsim=1.00,,hal_flash.o,1.000
0x0801404a,26,flashGetSectorSize,0x080124f2,26,1.90,match; entry=bl; callgraph 2/2; opsim=1.00,,hal_flash.o,1.000
0x08014064,16,flashGetOffsetAddress,0x0801250c,16,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,hal_flash.o,1.000
0x08014074,12,efl_release_exclusive,0x0801251c,12,2.20,match; entry=ptr; callgraph 1/1; opsim=1.00,,hal_efl.o,1.000
0x08014080,12,efl_acquire_exclusive,0x08012528,12,2.20,match; entry=ptr; callgraph 1/1; opsim=1.00,,hal_efl.o,1.000
0x0801408c,4,eflInit,0x08012534,4,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,hal_efl.o,1.000
0x08014090,20,eflObjectInit,0x08012538,20,1.60,match; entry=bl; callgraph 1/1; opsim=1.00,,hal_efl.o,1.000
0x080140a4,28,eflStart,0x0801254c,28,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,,hal_efl.o,1.000
0x080140c0,28,eflStop,0x08012568,26,1.99,match; entry=bl; callgraph 2/2; opsim=0.95,,hal_efl.o,0.952
0x080140dc,24,palSetLineCallbackI,0x08012584,24,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,hal_pal.o,1.000
0x080140f4,4,rtcInit,0x0801259c,4,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,hal_rtc.o,1.000
0x080140f8,12,rtcObjectInit,0x080125a0,12,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,hal_rtc.o,1.000
0x08014104,4,rtcSetTime,0x080125ac,4,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,hal_rtc.o,1.000
0x08014108,4,rtcGetTime,0x080125b0,4,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,hal_rtc.o,1.000
0x0801410c,4,spiInit,0x080125b4,4,1.90,match; entry=bl; callgraph 2/2; opsim=1.00,,hal_spi.o,1.000
0x08014110,16,spiObjectInit,0x080125b8,16,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,hal_spi.o,1.000
0x08014120,34,spiStart,0x080125c8,34,2.20,match; entry=bl; callgraph 4/4; opsim=1.00,,hal_spi.o,1.000
0x08014142,28,spiStop,0x080125ea,28,2.20,match; entry=bl; callgraph 5/5; opsim=1.00,,hal_spi.o,1.000
0x0801415e,28,spiSelect,0x08012606,26,1.69,match; entry=bl; callgraph 4/4; opsim=0.96,,hal_spi.o,0.957
0x0801417a,28,spiUnselect,0x08012620,26,1.69,match; entry=bl; callgraph 2/2; opsim=0.96,,hal_spi.o,0.957
0x08014196,14,spiStartExchangeI,0x0801263a,12,1.47,match; entry=bl; callgraph 1/1; opsim=0.80,,hal_spi.o,0.800
0x080141a4,8,spiStartSendI,0x08012646,8,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,hal_spi.o,1.000
0x080141ac,16,spiSynchronizeS,0x0801264e,16,1.90,match; entry=bl; callgraph 2/2; opsim=1.00,,hal_spi.o,1.000
0x080141bc,34,spiExchange,0x0801265e,34,2.20,match; entry=bl; callgraph 3/3; opsim=1.00,,hal_spi.o,1.000
0x080141de,34,spiSend,0x08012680,34,2.20,match; entry=bl; callgraph 4/4; opsim=1.00,,hal_spi.o,1.000
0x08014200,4,usbInit,0x080126a2,4,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,hal_usb.o,1.000
0x08014204,24,usbObjectInit,0x080126a6,24,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,hal_usb.o,1.000
0x0801421c,38,usbStart,0x080126be,38,2.20,match; callgraph 1/1; opsim=1.00,,hal_usb.o,1.000
0x08014242,82,usbStop,0x080126e4,80,2.13,match; entry=bl; callgraph 5/5; opsim=0.95,,hal_usb.o,0.951
0x08014294,50,usbInitEndpointI,0x08012734,50,2.20,match; entry=bl; callgraph 1/1; opsim=1.00,,hal_usb.o,1.000
0x080142c6,74,usbDisableEndpointsI,0x08012766,74,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,,hal_usb.o,1.000
0x08014310,36,usbStartReceiveI,0x080127b0,36,1.90,match; entry=bl; callgraph 2/2; opsim=0.81,,hal_usb.o,0.812
0x08014334,36,usbStartTransmitI,0x080127d4,36,1.90,match; entry=bl; callgraph 5/5; opsim=0.81,,hal_usb.o,0.812
0x08014358,62,usbWakeupHost,0x080127f8,62,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,,hal_usb.o,1.000
0x08014396,112,_usb_reset,0x08012836,110,2.15,match; entry=bl; callgraph 3/3; opsim=0.99,,hal_usb.o,0.988
0x08014406,92,_usb_suspend,0x080128a4,92,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,,hal_usb.o,1.000
0x08014462,22,_usb_wakeup,0x08012900,22,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,hal_usb.o,1.000
0x08014478,712,_usb_ep0setup,0x08012918,712,7.30,match; entry=ptr; callgraph 11/11; opsim=0.99,,hal_usb.o,0.988
0x08014740,178,_usb_ep0in,0x08012be0,178,2.20,match; entry=ptr; callgraph 4/4; opsim=1.00,,hal_usb.o,1.000
